"id","site","job_url","job_url_direct","title","company","location","job_type","date_posted","interval","min_amount","max_amount","currency","is_remote","job_function","emails","description","company_url","company_url_direct","company_addresses","company_industry","company_num_employees","company_revenue","company_description","logo_photo_url","banner_photo_url","ceo_name","ceo_photo_url"
"2dadae04b8f7064b","indeed","https://www.indeed.com/viewjob?jk=2dadae04b8f7064b","http://www.indeed.com/job/caregiver-2dadae04b8f7064b","Caregiver","Optimal Home Health","Dallas, TX, US","parttime, fulltime","2024-06-01","","","","",False,"","","**Job Title:** Care giver - Full Time

**Job Summary:** To care for the health and wellbeing of residents who need help with daily tasks and activities. To help residents deal with injuries, mobility or memory issues, an illness or suffering with chronic conditions that make their life challenging.

**Responsibilities & Duties:**

* Assist with basic needs and care of the residents
* Assist with bathing, dressing and grooming
* Provide companionship
* Engage in physical and mental exercises
* Engage in activities (games, memory books)
* Assist with transfer and mobility
* Assist with walking and light exercise
* Assist with meal and report refusal of meals or loss of appetite
* Assist in preparation of meals
* Serve meals followed by clean-up
* Monitor food expiration dates and inform accordingly
* Observe residents and report any change in condition
* Make beds and change linens, as needed
* Light housekeeping to include dusting and vacuuming
* Laundry and ironing
* Sanitation of resident rooms and restrooms
* Other duties as assigned

**Required Qualifications:**

* High school diploma or GED
* Licensed driver with automobile that is in good working order and insured in accordance with the organization requirements
* CPR certification (preferred)

**Experience:** Minimum one year in an assisted living facility

**Salary:** As per market norms and experience

Job Types: Full-time, Part-time

Benefits:

* 401(k)
* Dental insurance
* Flexible schedule
* Health insurance
* Paid time off
* Referral program
* Vision insurance

Work Location: On the road","https://www.indeed.com/cmp/Optimal-Home-Health","","","","","","","","","",""
"6447b23045c1f72e","indeed","https://www.indeed.com/viewjob?jk=6447b23045c1f72e","https://homewatch-caregivers-of-northeast-garland.careerplug.com/j/02b7gqg","PRN In Home Caregiver","Homewatch CareGivers","Garland, TX, US","fulltime","2024-05-31","hourly",14.0,16.0,"USD",False,"","","**Benefits:**  

* Growth Potential
* Competitive Hourly Wages
* Flexible schedule
* Training & development

  

**\\*Urgently hiring Caregivers for Garland,** **Lavon, Rockwall, Rowlett, Sachse, Wylie, and surrounding areas\\***  

  

**Complete Online Application:** https://www.homewatchcaregivers.com/northeast-garland  

  

**Job Description****:**  

  

**Caregiver duties and responsibilities can include but not limited to:**  

  

* **Assisting with personal care**: bathing, grooming, dressing, toileting, hygiene
* **Basic food preparation**: preparing meals, cooking, grocery shopping
* **General health care**: overseeing medication and prescription usage, doctor appointments, medication reminders, and exercise
* **Mobility assistance**: help with ambulation and transferring to include getting in and out of a wheelchair, car, or shower, etc.
* **Personal supervision**: providing constant companionship and general supervision.
* **Transportation**: driving to and from appointments, running errands, and help getting in and out of wheelchair-accessible vehicle.
* **Emotional support**: being a stable companion and supporter in all matters personal, health-related, and emotional.
* **Care for the elderly**: caring for someone with Alzheimer’s disease or other types of Dementia, and other medical diagnoses while also relaying information from a doctor to family members.
* **Back-up care (or respite) services**: providing other family or professional caregivers a break from daily responsibilities
* **Home organization**: help with organizing, packing, cleaning for a trip; light housekeeping, and laundry
* **Health monitoring**: following a care plan and noticing any changes in the individual’s health; recording and reporting any differences.

**Requirements****:**  

  

* Minimum of 1 year caregiving experience

  

* Excellent knowledge of emergency response and first aid (CPR)
* Knowledge of housekeeping activities and cooking with attention to dietary constraints
* Knowledge of personal care needs to include bathing, grooming, toileting, dressing, hygiene
* Willingness to adhere to health and safety standards
* Respectful and compassionate
* Good time management skills
* Outstanding communication and interpersonal skills
* Strong work ethic
* Physical endurance
* High school diploma or equivalent

**Benefits****:**  

  

* Competitive pay rates
* Overtime pay
* Paid Orientation
* Continued education/training
* Caregiver Referral Bonus Program
* Flexible schedules
* Mileage/Travel reimbursement
* Balanced work/home life
* Growth potential
* Supportive leadership

  

*This franchise is independently owned and operated by a franchisee. Your application will go directly to the franchisee, and all hiring decisions will be made by the management of this franchisee. All inquiries about employment at this franchisee should be made directly to the franchise location, and not to Homewatch Caregivers Corporate.*","https://www.indeed.com/cmp/Homewatch-Caregivers","http://www.homewatchcaregivers.com","Greenwood Village, CO"," Health Care","51 to 200","$1M to $5M (USD)","Homewatch CareGivers is dedicated to providing meaningful and engaging care for seniors and people of all ages in their home.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/069f8824850a132280309ad4488df0be","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/7ca16462b85f4e69f0e6bea6f7c543d2","Todd Houghton ","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/319713f7891a7bf13e87b4869c96b2b4"
"c0343b634af7d391","indeed","https://www.indeed.com/viewjob?jk=c0343b634af7d391","https://visitingangelsfortworth.applicantstack.com/x/detail/a28isiyat89a/aaac","At Home Caregiver","Visiting Angels","Eagle Mountain, TX, US","fulltime","2024-05-31","hourly",16.0,19.0,"USD",False,"","","Do you enjoy interaction with others and meeting new people? Are you a positive, optimistic person that gives off your positive energy to others? Are you flexible and patient? Do you like a structured work routine that's predictable and functions smoothly?
  
  

If you do, then Visiting Angels may have a position for you as a professional in-home caregiver! Visiting Angels Fort Worth is looking for Caregivers in Eagle Mountain, Fort Worth, Haslet, Saginaw, Samson Park, Lake Worth, Rhome and the surrounding area.
  
  

Visiting Angels Work Environment
  
  

Visiting Angels received a 2016-2017 Caregiver Choice Awards, sponsored by myCNAjobs and Healthcare Research. The Best Place to Work recognition came straight from the source - caregiver companions, home health aides and nursing aides who voted where they want to work.
  
  

At Visiting Angels, we offer rewarding caregiver jobs on a full-time and part-time basis. If you are passionate about providing seniors with dignified, respectful care, then you may have what it takes to become a Visiting Angel.
  
  

**At Home Caregiver Benefits:**  

* Competitive Pay
* Family Environment
* Extensive Paid Skills and Dementia Care Training
* Paid Time Off
* 401-K
* Telehealth with counseling benefit
* Dental discounts
* Referral Bonuses
* At Home Caregiver of the Year
* Company Christmas Celebration
* 24/7 At Home Caregiver Coaching and Support Team


**At Home Caregiver Job Summary:**  

* Providing companionship and conversation
* Assisting with bathing, dressing, grooming and toileting
* Planning and preparing meals
* Light housekeeping
* Medication reminders
* Transportation to doctor appointments and running errands
* Additionally, our agency specializes in dementia and Alzheimer's care with a program called AlzBetter® and provides specialized dementia care training using Teepa Snow's Positive Approach to Care®


**At Home Caregiver Skills and Requirements:**  

* 1 year caregiving experience with an agency or facility or a CNA license
* Dementia or Alzheimer's experience is a plus
* Valid driver's license
* Reliable vehicle for work purposes with proof of insurance


To learn more about this opportunity, please contact our Recruiter at 817-877-1616 or you can directly apply now at: https://visitingangelsfortworth.applicantstack.com/x/openings","https://www.indeed.com/cmp/Visiting-Angels","http://www.visitingangels.com","937 Haverford Road Suite 200
Bryn Mawr PA 19010"," Organization","51 to 200","less than $1M (USD)","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cade2fea6719e94a10afdd3d02a88526","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/d291d8c93e612bdda06e75e61566912e","Larry Meigs",""
"8ffb2caa1a575729","indeed","https://www.indeed.com/viewjob?jk=8ffb2caa1a575729","https://visitingangelsfortworth.applicantstack.com/x/detail/a28isiyaxa3j/aaac","Caregiver","Visiting Angels","Fort Worth, TX, US","fulltime","2024-05-31","hourly",16.0,19.0,"USD",False,"","","Do you enjoy interaction with others and meeting new people? Are you a positive, optimistic person that gives off your positive energy to others? Are you flexible and patient? Do you like a structured work routine that's predictable and functions smoothly?
  
  

If you do, then Visiting Angels may have a position for you as a professional in-home caregiver! Visiting Angels Fort Worth is looking for Caregivers in Fort Worth, Benbrook, Aledo, White Settlement, Willow Park, Weatherford and the surrounding area.
  
  

Visiting Angels Work Environment
  
  

Visiting Angels received a 2016-2017 Caregiver Choice Awards, sponsored by myCNAjobs and Healthcare Research. The Best Place to Work recognition came straight from the source - caregiver companions, home health aides and nursing aides who voted where they want to work.
  
  

At Visiting Angels, we offer rewarding caregiver jobs on a full-time and part-time basis. If you are passionate about providing seniors with dignified, respectful care, then you may have what it takes to become a Visiting Angel.
  
  

**Caregiver Benefits:**  

* Competitive Pay
* Family Environment
* Extensive Paid Skills and Dementia Care Training
* Paid Time Off
* 401-K
* Telehealth with counseling benefit
* Dental discounts
* Referral Bonuses
* Caregiver of the Year
* Company Christmas Celebration
* 24/7 Caregiver Coaching and Support Team


**Caregiver Job Summary:**  

* Providing companionship and conversation
* Assisting with bathing, dressing, grooming and toileting
* Planning and preparing meals
* Light housekeeping
* Medication reminders
* Transportation to doctor appointments and running errands
* Additionally, our agency specializes in dementia and Alzheimer's care with a program called AlzBetter® and provides specialized dementia care training using Teepa Snow's Positive Approach to Care®


**Caregiver Skills and Requirements:**  

* 1 year caregiving experience with an agency or facility or a CNA license
* Dementia or Alzheimer's experience is a plus
* Valid driver's license
* Reliable vehicle for work purposes with proof of insurance


To learn more about this opportunity, please contact our Recruiter at 817-877-1616 or you can directly apply now at: https://visitingangelsfortworth.applicantstack.com/x/openings","https://www.indeed.com/cmp/Visiting-Angels","http://www.visitingangels.com","937 Haverford Road Suite 200
Bryn Mawr PA 19010"," Organization","51 to 200","less than $1M (USD)","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cade2fea6719e94a10afdd3d02a88526","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/d291d8c93e612bdda06e75e61566912e","Larry Meigs",""
"c6d38120894efcd8","indeed","https://www.indeed.com/viewjob?jk=c6d38120894efcd8","https://visitingangelsfortworth.applicantstack.com/x/detail/a28isiyei70x/aaac","Private Duty/Home Care Aide","Visiting Angels","Crowley, TX, US","fulltime","2024-05-31","hourly",16.0,19.0,"USD",False,"","","Do you enjoy interaction with others and meeting new people? Are you a positive, optimistic person that gives off your positive energy to others? Are you flexible and patient? Do you like a structured work routine that's predictable and functions smoothly?
  
  

If you do, then Visiting Angels may have a position for you as a professional in-home caregiver! Visiting Angels Fort Worth is looking for Caregivers in Crowley, Primrose, Joshua, Burleson, Cleburne and the surrounding area.
  
  

Visiting Angels Work Environment
  
  

Visiting Angels received a 2016-2017 Caregiver Choice Awards, sponsored by myCNAjobs and Healthcare Research. The Best Place to Work recognition came straight from the source - caregiver companions, home health aides and nursing aides who voted where they want to work.
  
  

At Visiting Angels, we offer rewarding caregiver jobs on a full-time and part-time basis. If you are passionate about providing seniors with dignified, respectful care, then you may have what it takes to become a Visiting Angel.
  
  

**Private Duty/Home Care Aide Benefits:**  

* Competitive Pay
* Family Environment
* Extensive Paid Skills and Dementia Care Training
* Paid Time Off
* 401-K
* Telehealth with counseling benefit
* Dental discounts
* Referral Bonuses
* Private Duty/Home Care Aide of the Year
* Company Christmas Celebration
* 24/7 Private Duty/Home Care Aide Coaching and Support Team


**Private Duty/Home Care Aide Job Summary:**  

* Providing companionship and conversation
* Assisting with bathing, dressing, grooming and toileting
* Planning and preparing meals
* Light housekeeping
* Medication reminders
* Transportation to doctor appointments and running errands
* Additionally, our agency specializes in dementia and Alzheimer's care with a program called AlzBetter® and provides specialized dementia care training using Teepa Snow's Positive Approach to Care®


**Private Duty/Home Care Aide Skills and Requirements:**  

* 1 year caregiving experience with an agency or facility or a CNA license
* Dementia or Alzheimer's experience is a plus
* Valid driver's license
* Reliable vehicle for work purposes with proof of insurance


To learn more about this opportunity, please contact our Recruiter at 817-877-1616 or you can directly apply now at: https://visitingangelsfortworth.applicantstack.com/x/openings","https://www.indeed.com/cmp/Visiting-Angels","http://www.visitingangels.com","937 Haverford Road Suite 200
Bryn Mawr PA 19010"," Organization","51 to 200","less than $1M (USD)","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cade2fea6719e94a10afdd3d02a88526","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/d291d8c93e612bdda06e75e61566912e","Larry Meigs",""
"5a1459ad62df4aef","indeed","https://www.indeed.com/viewjob?jk=5a1459ad62df4aef","https://homewatch-caregivers-of-northeast-garland.careerplug.com/j/02b7gsg","In Home Caregiver","Homewatch CareGivers","Garland, TX, US","fulltime","2024-05-31","hourly",14.0,16.0,"USD",False,"","","**Benefits:**  

* Growth Potential
* Competitive Hourly Wages
* Flexible schedule
* Training & development

  

**\\*Urgently hiring Caregivers for Garland,** **Lavon, Rockwall, Rowlett, Sachse, Wylie, and surrounding areas\\***  

  

**Complete Online Application:** https://www.homewatchcaregivers.com/northeast-garland  

  

**Job Description****:**  

  

**Caregiver duties and responsibilities can include but not limited to:**  

  

* **Assisting with personal care**: bathing, grooming, dressing, toileting, hygiene
* **Basic food preparation**: preparing meals, cooking, grocery shopping
* **General health care**: overseeing medication and prescription usage, doctor appointments, medication reminders, and exercise
* **Mobility assistance**: help with ambulation and transferring to include getting in and out of a wheelchair, car, or shower, etc.
* **Personal supervision**: providing constant companionship and general supervision.
* **Transportation**: driving to and from appointments, running errands, and help getting in and out of wheelchair-accessible vehicle.
* **Emotional support**: being a stable companion and supporter in all matters personal, health-related, and emotional.
* **Care for the elderly**: caring for someone with Alzheimer’s disease or other types of Dementia, and other medical diagnoses while also relaying information from a doctor to family members.
* **Back-up care (or respite) services**: providing other family or professional caregivers a break from daily responsibilities
* **Home organization**: help with organizing, packing, cleaning for a trip; light housekeeping, and laundry
* **Health monitoring**: following a care plan and noticing any changes in the individual’s health; recording and reporting any differences.

**Requirements****:**  

  

* Minimum of 1 year caregiving experience

  

* Excellent knowledge of emergency response and first aid (CPR)
* Knowledge of housekeeping activities and cooking with attention to dietary constraints
* Knowledge of personal care needs to include bathing, grooming, toileting, dressing, hygiene
* Willingness to adhere to health and safety standards
* Respectful and compassionate
* Good time management skills
* Outstanding communication and interpersonal skills
* Strong work ethic
* Physical endurance
* High school diploma or equivalent

**Benefits****:**  

  

* Competitive pay rates
* Overtime pay
* Paid Orientation
* Continued education/training
* Caregiver Referral Bonus Program
* Flexible schedules
* Mileage/Travel reimbursement
* Balanced work/home life
* Growth potential
* Supportive leadership

  

*This franchise is independently owned and operated by a franchisee. Your application will go directly to the franchisee, and all hiring decisions will be made by the management of this franchisee. All inquiries about employment at this franchisee should be made directly to the franchise location, and not to Homewatch Caregivers Corporate.*","https://www.indeed.com/cmp/Homewatch-Caregivers","http://www.homewatchcaregivers.com","Greenwood Village, CO"," Health Care","51 to 200","$1M to $5M (USD)","Homewatch CareGivers is dedicated to providing meaningful and engaging care for seniors and people of all ages in their home.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/069f8824850a132280309ad4488df0be","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/7ca16462b85f4e69f0e6bea6f7c543d2","Todd Houghton ","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/319713f7891a7bf13e87b4869c96b2b4"
"abb8bcf3d7f95573","indeed","https://www.indeed.com/viewjob?jk=abb8bcf3d7f95573","https://homewatch-caregivers-of-northeast-garland.careerplug.com/j/02b7gl2","Weekend In Home Caregiver","Homewatch CareGivers","Garland, TX, US","fulltime","2024-05-31","hourly",14.0,16.0,"USD",False,"","","**Benefits:**  

* Supportive Leadership
* Great Company Culture
* Competitive Hourly Pay Rate
* Training & development

  

**\\*Urgently hiring Caregivers for Garland,** **Lavon, Rockwall, Rowlett, Sachse, Wylie, and surrounding areas\\***  

  

**Complete Online Application:** https://www.homewatchcaregivers.com/northeast-garland  

  

**Job Description****:**  

  

**Caregiver duties and responsibilities can include but not limited to:**  

  

* **Assisting with personal care**: bathing, grooming, dressing, toileting, hygiene
* **Basic food preparation**: preparing meals, cooking, grocery shopping
* **General health care**: overseeing medication and prescription usage, doctor appointments, medication reminders, and exercise
* **Mobility assistance**: help with ambulation and transferring to include getting in and out of a wheelchair, car, or shower, etc.
* **Personal supervision**: providing constant companionship and general supervision.
* **Transportation**: driving to and from appointments, running errands, and help getting in and out of wheelchair-accessible vehicle.
* **Emotional support**: being a stable companion and supporter in all matters personal, health-related, and emotional.
* **Care for the elderly**: caring for someone with Alzheimer’s disease or other types of Dementia, and other medical diagnoses while also relaying information from a doctor to family members.
* **Back-up care (or respite) services**: providing other family or professional caregivers a break from daily responsibilities
* **Home organization**: help with organizing, packing, cleaning for a trip; light housekeeping, and laundry
* **Health monitoring**: following a care plan and noticing any changes in the individual’s health; recording and reporting any differences.

**Requirements****:**  

  

* Minimum of 1 year caregiving experience

  

* Excellent knowledge of emergency response and first aid (CPR)
* Knowledge of housekeeping activities and cooking with attention to dietary constraints
* Knowledge of personal care needs to include bathing, grooming, toileting, dressing, hygiene
* Willingness to adhere to health and safety standards
* Respectful and compassionate
* Good time management skills
* Outstanding communication and interpersonal skills
* Strong work ethic
* Physical endurance
* High school diploma or equivalent

**Benefits****:**  

  

* Competitive pay rates
* Overtime pay
* Paid Orientation
* Continued education/training
* Caregiver Referral Bonus Program
* Flexible schedules
* Mileage/Travel reimbursement
* Balanced work/home life
* Growth potential
* Supportive leadership

  

*This franchise is independently owned and operated by a franchisee. Your application will go directly to the franchisee, and all hiring decisions will be made by the management of this franchisee. All inquiries about employment at this franchisee should be made directly to the franchise location, and not to Homewatch Caregivers Corporate.*","https://www.indeed.com/cmp/Homewatch-Caregivers","http://www.homewatchcaregivers.com","Greenwood Village, CO"," Health Care","51 to 200","$1M to $5M (USD)","Homewatch CareGivers is dedicated to providing meaningful and engaging care for seniors and people of all ages in their home.","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/069f8824850a132280309ad4488df0be","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/7ca16462b85f4e69f0e6bea6f7c543d2","Todd Houghton ","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/319713f7891a7bf13e87b4869c96b2b4"
"7a7f62914e94b4ee","indeed","https://www.indeed.com/viewjob?jk=7a7f62914e94b4ee","https://visitingangelsdentontx.applicantstack.com/x/detail/a244fhy9rmvl/aaac","Evening Caregiver","Visiting Angels","Denton, TX, US","parttime, fulltime","2024-05-31","hourly",13.0,25.0,"USD",False,"","","Are you looking for an Evening Caregiver job that will allow you to give back to your community and broaden your skills? office in Denton is the place for you. The office in Denton provides caregivers for the North Texas area including Denton, Decatur, Sherman, Denison, Bonham, and many others. We are seeking one-of-a-kind individuals for job opportunities with our local team. Our caregiver jobs are for individuals who are truly committed to providing compassionate care to senior adults and those in need. We scour the entire North Texas region for people with strong backgrounds in home care or elderly care, a history of community involvement and, most of all, big hearts. An Evening Caregiver job with Visiting Angels Denton is much more than just a job, it's a chance to do some real good for families in Denton and the surrounding area by becoming a companion to someone in need.
  
  

An Evening Caregiver with Visiting Angels Denton supports the seniors they serve with a wide range of responsibilities from light housekeeping tasks and meal preparation to one-on-one mobility assistance and providing transportation. An Evening Caregiver job with us is also an opportunity for personal growth. We offer the opportunity for advanced training in areas like dementia care or Alzheimer's care so that caregivers can continue to develop their skills.
  
  

Visiting Angels Work Environment
  
  

Visiting Angels received a 2016-2017 Caregiver Choice Awards, sponsored by myCNAjobs and Healthcare Research. The Best Place to Work recognition came straight from the source - caregiver companions, home health aides and nursing aides who voted where they want to work.
  
  

At Visiting Angels, we offer rewarding caregiver jobs on a full-time and part-time basis. If you are passionate about providing seniors with dignified, respectful care, then you may have what it takes to become a Visiting Angel.
  
  

Benefits
  
  

* Health Insurance
* Dental Insurance
* Vision Insurance
* Referral Bonuses
* Direct Deposit
* Weekly Pay
* Sign on Bonus


Shift Options
  
  

* Full Time
* Part Time
* 8 Hour Shifts
* 10 Hour Shifts
* 12 Hour Shifts
* PRN
* Short Shift


Evening Caregiver Responsibilities
  
  

* Help clients take prescribed medication
* Assist clients with ambulation and mobility around the house or outside (doctor's appointments, walks, etc.)
* Assist clients with personal care and hygiene
* Help clients with routine exercises
* Plan and prepare meals with assistance from the clients (when they are able)
* Do the client's shopping or accompany them when they shop
* Perform light housekeeping duties that clients can't complete on their own
* Be a pleasant and supportive companion
* Report any unusual incidents
* Act quickly and responsibly in cases of emergency


Evening Caregiver Requirements
  
  

* Passion to serve others - a true caregiver
* Excellent knowledge of emergency response and first aid
* Knowledge of housekeeping activities and cooking with attention to dietary constraints
* Willingness to adhere to health and safety standards
* Respectful and compassionate
* Good time management skills
* Outstanding communication and interpersonal skills
* Strong ethics
* Physical endurance
* High school diploma or equivalent","https://www.indeed.com/cmp/Visiting-Angels","http://www.visitingangels.com","937 Haverford Road Suite 200
Bryn Mawr PA 19010"," Organization","51 to 200","less than $1M (USD)","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/cade2fea6719e94a10afdd3d02a88526","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/d291d8c93e612bdda06e75e61566912e","Larry Meigs",""
"3616fce2a54692df","indeed","https://www.indeed.com/viewjob?jk=3616fce2a54692df","http://jobs.lslcareers.com/job-detail/42999/2024-06-01?referral=indeed","Caregiver/Resident Assistant","Legend Senior Living","Flower Mound, TX, US","fulltime","2024-05-31","hourly",14.3,15.3,"USD",False,"","","**Legend Senior Living is proud to be recognized as a Certified Great Places to Work** **5 years in a row****!**


Rosewood is proud to be part of the Legend Senior Living family and we are Hiring! A career with us means quality training, plenty of growth and development opportunities and a team that feels like family.



We are looking for outstanding individuals to join the nursing team as a Resident Assistant/Caregiver. You will make a difference in the lives of residents by assisting them with their activities of daily living.


**BONUSES**


* **Attendance bonus ($75 full-time, $35 part-time)**
* **$1+ shift differential**


**BENEFITS**


As you enrich the lives of seniors, we want to do the same for you. Legend provides for your financial, physical and mental well-being through the following **benefits**:


* **Perfect attendance bonus**
* **Shift differential bonus**
* **Standard and supplementary insurance**
* **Retirement program**
* **Paid time off**
* **Holiday pay**
* **Annual performance appraisals/evaluations**
* **Continuing education**
* **Legend of Honor bonus**
* **Resident move-in bonus**
* **Celebration/sympathy gifts**
* **Scholarship program**
* **PTO donation program**
* **Crisis care program**
* **Employee Assistance Program**


**Requirements**

**Responsibilities of this position would include but not be limited to:**

  


* **Assisting with the daily care of the residents,** including: Personal care, grooming, hygiene, housekeeping, laundering, social interactions, and meals.
* **Monitoring the resident’s physical and emotional comfort** and responding as needed
* **Documenting completed tasks** such as: Daily shift report, resident records and negotiated service agreement
* **Confidentially communicating clearly** to other staff, such as: Urgent needs for the next shift and all concerns to the Health Care Director
* **Demonstrating the ability to manage assigned tasks** within the scheduled shift
* **Adhering to company policies**, procedures and safety guidelines

Previous experience in a similar role is preferred, but it is not required.

  


*Legend Senior Living is a drug free workplace and drug screening will be conducted at the company’s discretion. This position may require the associate to work evenings and weekends as needed.*","https://www.indeed.com/cmp/Legend-Senior-Living","https://www.lslcareers.com/","Wichita, KS","","1,001 to 5,000","$100M to $500M (USD)","","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/5ec497fa53f4b3feed7a48f7b80c9687","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/15f7b401ec50673956f46aa269605de8","Tim Buchanan","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/538b438ecca0ba1daeef46b95ebc7888"
"fcd26294e1beef73","indeed","https://www.indeed.com/viewjob?jk=fcd26294e1beef73","http://www.indeed.com/job/caregiver-direct-support-professional-float-fcd26294e1beef73","Caregiver - Direct Support Professional Float","Caregiver, Inc.","Carrollton, TX, US","fulltime","2024-05-31","hourly","","","USD",False,"","","**Caregiver** is a leading Texas-based provider of services to adults with intellectual and developmental disabilities (IDD) that supports clients with the design, delivery, and management or personalized treatment plans in order to help them lead their best lives. We are looking for a Direct Support Professional Floater to join our team!

**FIND YOUR PASSION. BE UNIQUE. SHARE IT WITH OTHERS.** Everyone at Caregiver, Inc. Company is committed to a common goal – creating a world-class experience for our individuals. We are passionate about what we do while making a difference. We work with integrity, accountability, transparency, and compassion in everything we do because we understand those we serve have a choice in providers. Our company provides care to people with intellectual and developmental disabilities to lead their unique lives independently.

**Position Summary**

The Direct Support Professional Floater is responsible for fostering patient independence by providing direct daily support, education and transportation to clients with developmental and intellectual disabilities under the supervision of the Residential Services Director and in accordance with Individual Service Plans and physician orders in a supported living home or community-based setting. The Direct Support Professional Floater is expected to perform all job responsibilities in alignment with the mission and core values of Caregiver, Inc. and comply with the company's policies and procedures, OSHA, CMS, HIPPA, local, state, and federal, regulations.

**Essential Functions and Responsibilities**

* Providing direct care to consumers served by the agency.
* Providing emotional support to consumers and their families.
* Following directions of the RSD to meet the consumer’s service needs.
* Preparing healthy, well balanced meals as well as specific physician-ordered diets.
* Completing the required number of in-service hours each year to maintain active status.
* Documenting the services provided as well as turning in paper work within specified time frames.
* Providing homemaker services if specified in the consumer’s Individual Service Plan (ISP).
* Demonstrating reliability, timeliness, and responsibility while caring for consumers.
* Flexibility in scheduling when consumer’s needs unexpectedly change.
* Be available anytime to cover shifts when contacted.
* Ability to work in challenging environments without physical limitations.
* Perform other duties as assigned.

**Qualifications and Education**

* High School diploma or GED
* Texas Driver's license, good driving record, and reliable transportation
* One-year prior experience working in a group home setting with developmentally, intellectually and/or physically disabled individuals preferred.
* Demonstrated ability to interact successfully with special client needs.
* Demonstrated organizational and decision-making skills; ability to document daily client activities and observations in a timely, concise, thorough and accurate manner; or any equivalent combination of education and experience to provide the following knowledge, abilities, and skills.
* Knowledge of Universal Precautions, First Aid and CPR.
* Knowledge of proper personal hygiene practices
* Ability to perform the physically demanding aspects of the job.
* Ability to complete required documentation both electronically and on paper.
* Must be able to work flexible hours and occasional overtime.
* Must demonstrate ability to read, write and understand non-verbal gestures used by nonverbal clients.

**Benefits**

* **FREE** virtual doctor visits with a prescription DISCOUNT card for Full-Time employees and members of the employee's household.
* **NO CREDIT CHECK** bank accounts to all employees with cash advance opportunities through Branch Bank.
* **$10,000 in tuition reimbursement** annually to further your education endeavors for full-time eligible employees.
* **$10,000** in life insurance for all employees at no cost
* Medical, Dental, Vision, Voluntary Life and AD&D, Supplemental Insurance, and 401K for eligible employees.

**For more information on our organization, please visit our website https://cg-idd.com/**

Keywords: Residential Support Staff, DSP, Direct Support Professional, Direct Service Provider, DSP, Caregiver, Caretaker, Intellectual Disability, Developmental Disability, IDD, Long-term Care, LTC, Home Health, Nurse Aide, Nurse Assistant, CNA, Home Health Aide, HHA

Job Type: Full-time

Pay: $16.00 per hour

Benefits:

* 401(k)
* Dental insurance
* Employee assistance program
* Flexible schedule
* Flexible spending account
* Health insurance
* Health savings account
* Life insurance
* Paid time off
* Referral program
* Tuition reimbursement
* Vision insurance

Schedule:

* 10 hour shift
* 12 hour shift
* 8 hour shift
* Day shift
* Evening shift
* Monday to Friday
* Night shift
* On call
* Overnight shift
* Overtime
* Weekends as needed

Application Question(s):

* This position requires open availability as you will be working various shifts at various homes. Please confirm you have open availability.

Experience:

* caregiving: 1 year (Required)

License/Certification:

* driver's license (Required)

Shift availability:

* Day Shift (Preferred)
* Night Shift (Preferred)
* Overnight Shift (Preferred)

Work Location: In person","https://www.indeed.com/cmp/Caregiver-Inc-6","http://www.cg-idd.com","Fort Worth, TX","","1,001 to 5,000","$100M to $500M (USD)","Caregiver Inc. is a leading provider of services to adults with intellectual and developmental disabilities (IDD).","https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/978dcae2f59f492bf0fca377fb45a7c9","https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/b61ef50525c4b116d711f1292f40e6af","Mark Lashley","https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/4181ab6e3c3a86af2cb492a6fbcd2f05"
